Date,Close,Symbol
1/2/2013 16:00,28,FB
1/3/2013 16:00,27.77,FB
1/4/2013 16:00,28.76,FB
1/7/2013 16:00,29.42,FB
1/8/2013 16:00,29.06,FB
1/9/2013 16:00,30.59,FB
1/10/2013 16:00,31.3,FB
1/11/2013 16:00,31.72,FB
1/14/2013 16:00,30.95,FB
1/15/2013 16:00,30.1,FB
1/16/2013 16:00,29.85,FB
1/17/2013 16:00,30.14,FB
1/18/2013 16:00,29.66,FB
1/22/2013 16:00,30.73,FB
1/23/2013 16:00,30.82,FB
1/24/2013 16:00,31.08,FB
1/25/2013 16:00,31.54,FB
1/28/2013 16:00,32.47,FB
1/29/2013 16:00,30.79,FB
1/30/2013 16:00,31.24,FB
1/31/2013 16:00,30.98,FB
2/1/2013 16:00,29.73,FB
2/4/2013 16:00,28.11,FB
2/5/2013 16:00,28.64,FB
2/6/2013 16:00,29.05,FB
2/7/2013 16:00,28.65,FB
2/8/2013 16:00,28.55,FB
2/11/2013 16:00,28.26,FB
2/12/2013 16:00,27.37,FB
2/13/2013 16:00,27.91,FB
2/14/2013 16:00,28.5,FB
2/15/2013 16:00,28.32,FB
2/19/2013 16:00,28.93,FB
2/20/2013 16:00,28.46,FB
2/21/2013 16:00,27.28,FB
2/22/2013 16:00,27.13,FB
2/25/2013 16:00,27.27,FB
2/26/2013 16:00,27.39,FB
2/27/2013 16:00,26.87,FB
2/28/2013 16:00,27.25,FB
3/1/2013 16:00,27.78,FB
3/4/2013 16:00,27.72,FB
3/5/2013 16:00,27.52,FB
3/6/2013 16:00,27.45,FB
3/7/2013 16:00,28.58,FB
3/8/2013 16:00,27.96,FB
3/11/2013 16:00,28.14,FB
3/12/2013 16:00,27.83,FB
3/13/2013 16:00,27.08,FB
3/14/2013 16:00,27.04,FB
3/15/2013 16:00,26.65,FB
3/18/2013 16:00,26.49,FB
3/19/2013 16:00,26.55,FB
3/20/2013 16:00,25.86,FB
3/21/2013 16:00,25.74,FB
3/22/2013 16:00,25.73,FB
3/25/2013 16:00,25.13,FB
3/26/2013 16:00,25.21,FB
3/27/2013 16:00,26.09,FB
3/28/2013 16:00,25.58,FB
4/1/2013 16:00,25.53,FB
4/2/2013 16:00,25.42,FB
4/3/2013 16:00,26.25,FB
4/4/2013 16:00,27.07,FB
4/5/2013 16:00,27.39,FB
4/8/2013 16:00,26.85,FB
4/9/2013 16:00,26.59,FB
4/10/2013 16:00,27.57,FB
4/11/2013 16:00,28.02,FB
4/12/2013 16:00,27.4,FB
4/15/2013 16:00,26.52,FB
4/16/2013 16:00,26.92,FB
4/17/2013 16:00,26.63,FB
4/18/2013 16:00,25.69,FB
4/19/2013 16:00,25.73,FB
4/22/2013 16:00,25.97,FB
4/23/2013 16:00,25.98,FB
4/24/2013 16:00,26.11,FB
4/25/2013 16:00,26.14,FB
4/26/2013 16:00,26.85,FB
4/29/2013 16:00,26.98,FB
4/30/2013 16:00,27.77,FB
5/1/2013 16:00,27.43,FB
5/2/2013 16:00,28.97,FB
5/3/2013 16:00,28.31,FB
5/6/2013 16:00,27.57,FB
5/7/2013 16:00,26.89,FB
5/8/2013 16:00,27.12,FB
5/9/2013 16:00,27.04,FB
5/10/2013 16:00,26.68,FB
5/13/2013 16:00,26.82,FB
5/14/2013 16:00,27.07,FB
5/15/2013 16:00,26.6,FB
5/16/2013 16:00,26.13,FB
5/17/2013 16:00,26.25,FB
5/20/2013 16:00,25.76,FB
5/21/2013 16:00,25.66,FB
5/22/2013 16:00,25.16,FB
5/23/2013 16:00,25.06,FB
5/24/2013 16:00,24.31,FB
5/28/2013 16:00,24.1,FB
5/29/2013 16:00,23.32,FB
5/30/2013 16:00,24.55,FB
5/31/2013 16:00,24.35,FB
6/3/2013 16:00,23.85,FB
6/4/2013 16:00,23.52,FB
6/5/2013 16:00,22.9,FB
6/6/2013 16:00,22.97,FB
6/7/2013 16:00,23.29,FB
6/10/2013 16:00,24.33,FB
6/11/2013 16:00,24.03,FB
6/12/2013 16:00,23.77,FB
6/13/2013 16:00,23.73,FB
6/14/2013 16:00,23.63,FB
6/17/2013 16:00,24.02,FB
6/18/2013 16:00,24.21,FB
6/19/2013 16:00,24.31,FB
6/20/2013 16:00,23.9,FB
6/21/2013 16:00,24.53,FB
6/24/2013 16:00,23.94,FB
6/25/2013 16:00,24.25,FB
6/26/2013 16:00,24.16,FB
6/27/2013 16:00,24.66,FB
6/28/2013 16:00,24.88,FB
7/1/2013 16:00,24.81,FB
7/2/2013 16:00,24.41,FB
7/3/2013 16:00,24.52,FB
7/5/2013 16:00,24.37,FB
7/8/2013 16:00,24.71,FB
7/9/2013 16:00,25.48,FB
7/10/2013 16:00,25.8,FB
7/11/2013 16:00,25.81,FB
7/12/2013 16:00,25.91,FB
7/15/2013 16:00,26.28,FB
7/16/2013 16:00,26.32,FB
7/17/2013 16:00,26.65,FB
7/18/2013 16:00,26.18,FB
7/19/2013 16:00,25.88,FB
7/22/2013 16:00,26.05,FB
7/23/2013 16:00,26.13,FB
7/24/2013 16:00,26.51,FB
7/25/2013 16:00,34.36,FB
7/26/2013 16:00,34.01,FB
7/29/2013 16:00,35.43,FB
7/30/2013 16:00,37.63,FB
7/31/2013 16:00,36.8,FB
8/1/2013 16:00,37.49,FB
8/2/2013 16:00,38.05,FB
8/5/2013 16:00,39.19,FB
8/6/2013 16:00,38.55,FB
8/7/2013 16:00,38.87,FB
8/8/2013 16:00,38.54,FB
8/9/2013 16:00,38.5,FB
8/12/2013 16:00,38.22,FB
8/13/2013 16:00,37.02,FB
8/14/2013 16:00,36.65,FB
8/15/2013 16:00,36.56,FB
8/16/2013 16:00,37.08,FB
8/19/2013 16:00,37.81,FB
8/20/2013 16:00,38.41,FB
8/21/2013 16:00,38.32,FB
8/22/2013 16:00,38.55,FB
8/23/2013 16:00,40.55,FB
8/26/2013 16:00,41.34,FB
8/27/2013 16:00,39.64,FB
8/28/2013 16:00,40.55,FB
8/29/2013 16:00,41.28,FB
8/30/2013 16:00,41.29,FB
9/3/2013 16:00,41.87,FB
9/4/2013 16:00,41.78,FB
9/5/2013 16:00,42.66,FB
9/6/2013 16:00,43.95,FB
9/9/2013 16:00,44.04,FB
9/10/2013 16:00,43.6,FB
9/11/2013 16:00,45.04,FB
9/12/2013 16:00,44.75,FB
9/13/2013 16:00,44.31,FB
9/16/2013 16:00,42.51,FB
9/17/2013 16:00,45.07,FB
9/18/2013 16:00,45.23,FB
9/19/2013 16:00,45.98,FB
9/20/2013 16:00,47.49,FB
9/23/2013 16:00,47.19,FB
9/24/2013 16:00,48.45,FB
9/25/2013 16:00,49.46,FB
9/26/2013 16:00,50.39,FB
9/27/2013 16:00,51.24,FB
9/30/2013 16:00,50.23,FB
10/1/2013 16:00,50.42,FB
10/2/2013 16:00,50.28,FB
10/3/2013 16:00,49.18,FB
10/4/2013 16:00,51.04,FB
10/7/2013 16:00,50.52,FB
10/8/2013 16:00,47.14,FB
10/9/2013 16:00,46.77,FB
10/10/2013 16:00,49.05,FB
10/11/2013 16:00,49.11,FB
10/14/2013 16:00,49.51,FB
10/15/2013 16:00,49.5,FB
10/16/2013 16:00,51.13,FB
10/17/2013 16:00,52.21,FB
10/18/2013 16:00,54.22,FB
10/21/2013 16:00,53.85,FB
10/22/2013 16:00,52.68,FB
10/23/2013 16:00,51.9,FB
10/24/2013 16:00,52.45,FB
10/25/2013 16:00,51.95,FB
10/28/2013 16:00,50.23,FB
10/29/2013 16:00,49.4,FB
10/30/2013 16:00,49.01,FB
10/31/2013 16:00,50.21,FB
11/1/2013 16:00,49.75,FB
11/4/2013 16:00,48.22,FB
11/5/2013 16:00,50.11,FB
11/6/2013 16:00,49.12,FB
11/7/2013 16:00,47.56,FB
11/8/2013 16:00,47.53,FB
11/11/2013 16:00,46.2,FB
11/12/2013 16:00,46.61,FB
11/13/2013 16:00,48.71,FB
11/14/2013 16:00,48.99,FB
11/15/2013 16:00,49.01,FB
11/18/2013 16:00,45.83,FB
11/19/2013 16:00,46.36,FB
11/20/2013 16:00,46.43,FB
11/21/2013 16:00,46.7,FB
11/22/2013 16:00,46.23,FB
11/25/2013 16:00,44.82,FB
11/26/2013 16:00,45.89,FB
11/27/2013 16:00,46.49,FB
11/29/2013 16:00,47.01,FB
12/2/2013 16:00,47.06,FB
12/3/2013 16:00,46.73,FB
12/4/2013 16:00,48.62,FB
12/5/2013 16:00,48.34,FB
12/6/2013 16:00,47.94,FB
12/9/2013 16:00,48.84,FB
12/10/2013 16:00,50.25,FB
12/11/2013 16:00,49.38,FB
12/12/2013 16:00,51.83,FB
12/13/2013 16:00,53.32,FB
12/16/2013 16:00,53.81,FB
12/17/2013 16:00,54.86,FB
12/18/2013 16:00,55.57,FB
12/19/2013 16:00,55.05,FB
12/20/2013 16:00,55.12,FB
12/23/2013 16:00,57.77,FB
12/24/2013 16:00,57.96,FB
12/26/2013 16:00,57.73,FB
12/27/2013 16:00,55.44,FB
12/30/2013 16:00,53.71,FB
12/31/2013 16:00,54.65,FB
1/2/2014 16:00,54.71,FB
1/3/2014 16:00,54.56,FB
1/6/2014 16:00,57.2,FB
1/7/2014 16:00,57.92,FB
1/8/2014 16:00,58.23,FB
1/9/2014 16:00,57.22,FB
1/10/2014 16:00,57.94,FB
1/13/2014 16:00,55.91,FB
1/14/2014 16:00,57.74,FB
1/15/2014 16:00,57.6,FB
1/16/2014 16:00,57.19,FB
1/17/2014 16:00,56.3,FB
1/21/2014 16:00,58.51,FB
1/22/2014 16:00,57.51,FB
1/23/2014 16:00,56.63,FB
1/24/2014 16:00,54.45,FB
1/27/2014 16:00,53.55,FB
1/28/2014 16:00,55.14,FB
1/29/2014 16:00,53.53,FB
1/30/2014 16:00,61.08,FB
1/31/2014 16:00,62.57,FB
2/3/2014 16:00,61.48,FB
2/4/2014 16:00,62.75,FB
2/5/2014 16:00,62.19,FB
2/6/2014 16:00,62.16,FB
2/7/2014 16:00,64.32,FB
2/10/2014 16:00,63.55,FB
2/11/2014 16:00,64.85,FB
2/12/2014 16:00,64.45,FB
2/13/2014 16:00,67.33,FB
2/14/2014 16:00,67.09,FB
2/18/2014 16:00,67.3,FB
2/19/2014 16:00,68.06,FB
2/20/2014 16:00,69.63,FB
2/21/2014 16:00,68.59,FB
2/24/2014 16:00,70.78,FB
2/25/2014 16:00,69.85,FB
2/26/2014 16:00,69.26,FB
2/27/2014 16:00,68.94,FB
2/28/2014 16:00,68.46,FB
3/3/2014 16:00,67.41,FB
3/4/2014 16:00,68.8,FB
3/5/2014 16:00,71.57,FB
3/6/2014 16:00,70.84,FB
3/7/2014 16:00,69.8,FB
3/10/2014 16:00,72.03,FB
3/11/2014 16:00,70.1,FB
3/12/2014 16:00,70.88,FB
3/13/2014 16:00,68.83,FB
3/14/2014 16:00,67.72,FB
3/17/2014 16:00,68.74,FB
3/18/2014 16:00,69.19,FB
3/19/2014 16:00,68.24,FB
3/20/2014 16:00,66.97,FB
3/21/2014 16:00,67.24,FB
3/24/2014 16:00,64.1,FB
3/25/2014 16:00,64.89,FB
3/26/2014 16:00,60.39,FB
3/27/2014 16:00,60.97,FB
3/28/2014 16:00,60.01,FB
3/31/2014 16:00,60.24,FB
4/1/2014 16:00,62.62,FB
4/2/2014 16:00,62.72,FB
4/3/2014 16:00,59.49,FB
4/4/2014 16:00,56.75,FB
4/7/2014 16:00,56.95,FB
4/8/2014 16:00,58.19,FB
4/9/2014 16:00,62.41,FB
4/10/2014 16:00,59.16,FB
4/11/2014 16:00,58.53,FB
4/14/2014 16:00,58.89,FB
4/15/2014 16:00,59.09,FB
4/16/2014 16:00,59.72,FB
4/17/2014 16:00,58.94,FB
4/21/2014 16:00,61.24,FB
4/22/2014 16:00,63.03,FB
4/23/2014 16:00,61.36,FB
4/24/2014 16:00,60.87,FB
4/25/2014 16:00,57.71,FB
4/28/2014 16:00,56.14,FB
4/29/2014 16:00,58.15,FB
4/30/2014 16:00,59.78,FB
5/1/2014 16:00,61.15,FB
5/2/2014 16:00,60.46,FB
5/5/2014 16:00,61.22,FB
5/6/2014 16:00,58.53,FB
5/7/2014 16:00,57.39,FB
5/8/2014 16:00,56.76,FB
5/9/2014 16:00,57.24,FB
5/12/2014 16:00,59.83,FB
5/13/2014 16:00,59.83,FB
5/14/2014 16:00,59.23,FB
5/15/2014 16:00,57.92,FB
5/16/2014 16:00,58.02,FB
