Date,Close,Symbol
1/2/2013 16:00,44.66,JPM
1/3/2013 16:00,44.57,JPM
1/4/2013 16:00,45.36,JPM
1/7/2013 16:00,45.41,JPM
1/8/2013 16:00,45.5,JPM
1/9/2013 16:00,45.47,JPM
1/10/2013 16:00,46.15,JPM
1/11/2013 16:00,46.14,JPM
1/14/2013 16:00,45.88,JPM
1/15/2013 16:00,46.35,JPM
1/16/2013 16:00,46.82,JPM
1/17/2013 16:00,46.44,JPM
1/18/2013 16:00,46.46,JPM
1/22/2013 16:00,46.54,JPM
1/23/2013 16:00,46.23,JPM
1/24/2013 16:00,46.37,JPM
1/25/2013 16:00,47.16,JPM
1/28/2013 16:00,46.64,JPM
1/29/2013 16:00,47.12,JPM
1/30/2013 16:00,47.13,JPM
1/31/2013 16:00,47.05,JPM
2/1/2013 16:00,47.85,JPM
2/4/2013 16:00,47.68,JPM
2/5/2013 16:00,48.79,JPM
2/6/2013 16:00,48.61,JPM
2/7/2013 16:00,48.23,JPM
2/8/2013 16:00,48.63,JPM
2/11/2013 16:00,48.66,JPM
2/12/2013 16:00,49.14,JPM
2/13/2013 16:00,48.68,JPM
2/14/2013 16:00,49.22,JPM
2/15/2013 16:00,48.88,JPM
2/19/2013 16:00,49.45,JPM
2/20/2013 16:00,48.61,JPM
2/21/2013 16:00,48.25,JPM
2/22/2013 16:00,48.91,JPM
2/25/2013 16:00,47.7,JPM
2/26/2013 16:00,47.6,JPM
2/27/2013 16:00,49.28,JPM
2/28/2013 16:00,48.92,JPM
3/1/2013 16:00,48.91,JPM
3/4/2013 16:00,49.1,JPM
3/5/2013 16:00,49.49,JPM
3/6/2013 16:00,50.03,JPM
3/7/2013 16:00,50.63,JPM
3/8/2013 16:00,50.2,JPM
3/11/2013 16:00,50.48,JPM
3/12/2013 16:00,50.28,JPM
3/13/2013 16:00,50.16,JPM
3/14/2013 16:00,51,JPM
3/15/2013 16:00,50.02,JPM
3/18/2013 16:00,49.51,JPM
3/19/2013 16:00,49.2,JPM
3/20/2013 16:00,49.12,JPM
3/21/2013 16:00,48.35,JPM
3/22/2013 16:00,48.78,JPM
3/25/2013 16:00,48.52,JPM
3/26/2013 16:00,48.64,JPM
3/27/2013 16:00,47.77,JPM
3/28/2013 16:00,47.46,JPM
4/1/2013 16:00,47.83,JPM
4/2/2013 16:00,48.28,JPM
4/3/2013 16:00,46.85,JPM
4/4/2013 16:00,47.49,JPM
4/5/2013 16:00,47.91,JPM
4/8/2013 16:00,48.58,JPM
4/9/2013 16:00,48.68,JPM
4/10/2013 16:00,49.25,JPM
4/11/2013 16:00,49.31,JPM
4/12/2013 16:00,49.01,JPM
4/15/2013 16:00,47.93,JPM
4/16/2013 16:00,48.49,JPM
4/17/2013 16:00,46.79,JPM
4/18/2013 16:00,46.64,JPM
4/19/2013 16:00,47.23,JPM
4/22/2013 16:00,47.35,JPM
4/23/2013 16:00,48.17,JPM
4/24/2013 16:00,48.72,JPM
4/25/2013 16:00,49,JPM
4/26/2013 16:00,48.88,JPM
4/29/2013 16:00,48.92,JPM
4/30/2013 16:00,49.01,JPM
5/1/2013 16:00,48.01,JPM
5/2/2013 16:00,48.08,JPM
5/3/2013 16:00,47.57,JPM
5/6/2013 16:00,48.18,JPM
5/7/2013 16:00,49.14,JPM
5/8/2013 16:00,49.76,JPM
5/9/2013 16:00,49.04,JPM
5/10/2013 16:00,48.96,JPM
5/13/2013 16:00,49.67,JPM
5/14/2013 16:00,50.23,JPM
5/15/2013 16:00,51.09,JPM
5/16/2013 16:00,50.97,JPM
5/17/2013 16:00,52.3,JPM
5/20/2013 16:00,52.29,JPM
5/21/2013 16:00,53.02,JPM
5/22/2013 16:00,53.63,JPM
5/23/2013 16:00,53.35,JPM
5/24/2013 16:00,53.66,JPM
5/28/2013 16:00,54.6,JPM
5/29/2013 16:00,54.67,JPM
5/30/2013 16:00,55.62,JPM
5/31/2013 16:00,54.59,JPM
6/3/2013 16:00,54.49,JPM
6/4/2013 16:00,54.04,JPM
6/5/2013 16:00,53.03,JPM
6/6/2013 16:00,53.5,JPM
